model_name,km_driven,fuel_type,transmission,owner,engine_capacity,price,link
2022 Maruti New Wagon-R,64.75k km,Petrol,Manual,1st,998cc,₹5.50 lakh,https://www.cars24.com/buy-used-maruti-new-wagon-r-2022-cars-mumbai-10333207776/
2015 Honda Amaze,1.1L km,Petrol,Manual,1st,1198cc,₹3.31 lakh,https://www.cars24.com/buy-used-honda-amaze-2015-cars-mumbai-10320405775/
2016 Hyundai Xcent,48.20k km,Petrol,Manual,1st,1197cc,₹3.49 lakh,https://www.cars24.com/buy-used-hyundai-xcent-2016-cars-mumbai-10313800771/
2015 Skoda Rapid,2.3L km,Diesel,,2nd,1498cc,₹3.22 lakh,https://www.cars24.com/buy-used-skoda-rapid-2015-cars-mumbai-10374401799/
2024 Tata NEXON,2.82k km,Petrol,Manual,1st,,₹12.72 lakh,https://www.cars24.com/buy-used-tata-nexon-2024-cars-mumbai-10309603770/
2019 Mahindra XUV500,1.1L km,Diesel,,1st,2179cc,₹11.29 lakh,https://www.cars24.com/buy-used-mahindra-xuv500-2019-cars-mumbai-10383707717/
2015 Hyundai Xcent,71.12k km,Petrol,Manual,2nd,1197cc,₹3.12 lakh,https://www.cars24.com/buy-used-hyundai-xcent-2015-cars-mumbai-10377008779/
2013 Honda City,1.0L km,Petrol,Manual,2nd,1497cc,₹3.05 lakh,https://www.cars24.com/buy-used-honda-city-2013-cars-mumbai-10332807710/
2012 Toyota Corolla Altis,53.62k km,Diesel,Manual,1st,1364cc,₹3.71 lakh,https://www.cars24.com/buy-used-toyota-corolla-altis-2012-cars-mumbai-10315603776/
2024 Hyundai AURA,8.58k km,Petrol,Manual,1st,1197cc,₹7.91 lakh,https://www.cars24.com/buy-used-hyundai-aura-2024-cars-mumbai-10393605793/
2020 Maruti S PRESSO,73.00k km,Petrol,Manual,2nd,998cc,₹3.20 lakh,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-mumbai-10340241763/
2019 Maruti S Cross,51.80k km,Diesel,Manual,1st,1248cc,₹7.50 lakh,https://www.cars24.com/buy-used-maruti-s-cross-2019-cars-mumbai-10340208779/
2015 Skoda Rapid,1.1L km,Diesel,,1st,1498cc,₹3.59 lakh,https://www.cars24.com/buy-used-skoda-rapid-2015-cars-mumbai-10093309795/
2014 Ford Ecosport,96.40k km,Diesel,Manual,3rd,1498cc,₹3.25 lakh,https://www.cars24.com/buy-used-ford-ecosport-2014-cars-mumbai-10384103776/
2021 Renault Kiger,27.05k km,Petrol,,1st,999cc,₹6.73 lakh,https://www.cars24.com/buy-used-renault-kiger-2021-cars-mumbai-10374609714/
2016 Toyota Innova,1.5L km,Diesel,Manual,2nd,2494cc,₹7.63 lakh,https://www.cars24.com/buy-used-toyota-innova-2016-cars-mumbai-10344108779/
2023 Hyundai GRAND I10 NIOS,40.73k km,Petrol,Manual,1st,,₹6.20 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2023-cars-mumbai-10323501792/
2021 Maruti New Wagon-R,7.28k km,Petrol,Manual,2nd,998cc,₹5.10 lakh,https://www.cars24.com/buy-used-maruti-new-wagon-r-2021-cars-mumbai-10319905713/
2012 Mahindra XUV500,1.0L km,Diesel,Manual,2nd,2179cc,₹3.58 lakh,https://www.cars24.com/buy-used-mahindra-xuv500-2012-cars-mumbai-10312106770/
2023 Tata NEXON,3.50k km,Petrol,,1st,1199cc,₹13.00 lakh,https://www.cars24.com/buy-used-tata-nexon-2023-cars-mumbai-10319149750/
2024 Tata NEXON,20.73k km,Petrol,,1st,,₹10.85 lakh,https://www.cars24.com/buy-used-tata-nexon-2024-cars-mumbai-10372604776/
2018 Hyundai Grand i10,1.0L km,Petrol,Manual,3rd,1197cc,₹3.43 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-mumbai-10371802794/
2016 Maruti Baleno,97.51k km,Petrol,Manual,1st,1197cc,₹3.97 lakh,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-mumbai-10361002777/
2024 Tata TIGOR,16.58k km,Petrol,,1st,1199cc,₹7.50 lakh,https://www.cars24.com/buy-used-tata-tigor-2024-cars-mumbai-10315809712/
2023 CITROEN C3,11.61k km,Petrol,Manual,1st,1198cc,₹6.50 lakh,https://www.cars24.com/buy-used-citroen-c3-2023-cars-mumbai-10386605776/
2019 Hyundai New Elantra,82.71k km,Petrol,Manual,1st,1999cc,₹7.75 lakh,https://www.cars24.com/buy-used-hyundai-new-elantra-2019-cars-mumbai-10361102778/
2023 Hyundai GRAND I10 NIOS,67.42k km,Petrol,Manual,1st,1197cc,₹6.94 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2023-cars-mumbai-10363008712/
2020 Hyundai GRAND I10 NIOS,25.87k km,Petrol,Manual,1st,1197cc,₹5.76 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2020-cars-mumbai-10344001798/
2023 Maruti Grand Vitara,62.60k km,Petrol,,1st,1462cc,₹11.93 lakh,https://www.cars24.com/buy-used-maruti-grand-vitara-2023-cars-mumbai-10382309712/
2022 Renault Kiger,27.31k km,Petrol,,1st,999cc,₹6.40 lakh,https://www.cars24.com/buy-used-renault-kiger-2022-cars-mumbai-10349908791/
2020 KIA SONET,45.48k km,Petrol,Manual,3rd,998cc,₹8.00 lakh,https://www.cars24.com/buy-used-kia-sonet-2020-cars-mumbai-10317648749/
2014 Maruti Celerio,92.78k km,Petrol,,2nd,998cc,₹3.38 lakh,https://www.cars24.com/buy-used-maruti-celerio-2014-cars-mumbai-10393906798/
2012 BMW 3 Series,69.40k km,Diesel,,1st,1995cc,₹7.79 lakh,https://www.cars24.com/buy-used-bmw-3-series-2012-cars-mumbai-10379707716/
2019 Hyundai NEW SANTRO,63.78k km,Petrol,,1st,1086cc,₹3.79 lakh,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-mumbai-10381806790/
2021 Hyundai VENUE,46.98k km,Petrol,,2nd,998cc,₹8.46 lakh,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-mumbai-10362104798/
2023 MG ASTOR,4.47k km,Petrol,Manual,1st,1498cc,₹11.20 lakh,https://www.cars24.com/buy-used-mg-astor-2023-cars-mumbai-10390246766/
2014 Toyota Etios,2.3L km,Diesel,Manual,2nd,1364cc,₹3.50 lakh,https://www.cars24.com/buy-used-toyota-etios-2014-cars-mumbai-10388502776/
2017 Hyundai Grand i10,39.88k km,Petrol,,1st,1197cc,₹4.86 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-mumbai-10369300776/
2014 Toyota Corolla Altis,69.36k km,Petrol,Manual,1st,1798cc,₹4.82 lakh,https://www.cars24.com/buy-used-toyota-corolla-altis-2014-cars-mumbai-10360505718/
2012 Mahindra Scorpio,11.72k km,Diesel,Manual,1st,2523cc,₹4.57 lakh,https://www.cars24.com/buy-used-mahindra-scorpio-2012-cars-mumbai-10375103715/
2023 Maruti Baleno,6.58k km,Petrol,,1st,1197cc,₹7.07 lakh,https://www.cars24.com/buy-used-maruti-baleno-2023-cars-mumbai-10315507772/
2018 Maruti Ertiga,1.1L km,Petrol,Manual,1st,,₹6.73 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2018-cars-mumbai-10393204710/
2012 Mercedes Benz C Class,91.43k km,Diesel,,1st,2143cc,₹4.50 lakh,https://www.cars24.com/buy-used-mercedes-benz-c-class-2012-cars-mumbai-10359104777/
2018 Jeep Compass,24.77k km,Petrol,Manual,2nd,1368cc,₹8.21 lakh,https://www.cars24.com/buy-used-jeep-compass-2018-cars-mumbai-10331807710/
2024 Tata NEXON,1.05k km,Petrol,,1st,1199cc,₹14.00 lakh,https://www.cars24.com/buy-used-tata-nexon-2024-cars-mumbai-10323607779/
2018 Mahindra Thar,56.70k km,Diesel,Manual,1st,2498cc,₹6.41 lakh,https://www.cars24.com/buy-used-mahindra-thar-2018-cars-mumbai-10389907799/
2015 Hyundai Creta,52.31k km,Petrol,Manual,2nd,1591cc,₹6.54 lakh,https://www.cars24.com/buy-used-hyundai-creta-2015-cars-mumbai-10385806795/
2018 Jeep Compass,49.67k km,Petrol,,1st,1368cc,₹9.94 lakh,https://www.cars24.com/buy-used-jeep-compass-2018-cars-mumbai-10384904797/
2011 Toyota Fortuner,1.2L km,Diesel,Manual,2nd,2982cc,₹9.74 lakh,https://www.cars24.com/buy-used-toyota-fortuner-2011-cars-mumbai-10368906798/
2020 Maruti S PRESSO,40.22k km,Petrol,,1st,998cc,₹4.07 lakh,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-mumbai-10354700798/
2021 Hyundai ALCAZAR,37.33k km,Diesel,,1st,1493cc,₹16.62 lakh,https://www.cars24.com/buy-used-hyundai-alcazar-2021-cars-mumbai-10301200715/
2020 Maruti Alto,56.18k km,Petrol,Manual,1st,796cc,₹3.29 lakh,https://www.cars24.com/buy-used-maruti-alto-2020-cars-mumbai-10043804796/
2014 Hyundai Verna,78.85k km,Diesel,,2nd,1582cc,₹3.90 lakh,https://www.cars24.com/buy-used-hyundai-verna-2014-cars-mumbai-10397600793/
2014 Maruti Ertiga,1.1L km,Petrol,Manual,2nd,1373cc,₹4.95 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2014-cars-mumbai-10368701775/
2017 Renault Lodgy,1.2L km,Diesel,Manual,2nd,1461cc,₹3.80 lakh,https://www.cars24.com/buy-used-renault-lodgy-2017-cars-mumbai-10387107793/
2021 Maruti New Wagon-R,10.05k km,Petrol,Manual,1st,998cc,₹5.13 lakh,https://www.cars24.com/buy-used-maruti-new-wagon-r-2021-cars-mumbai-10383901799/
2018 Maruti Ciaz,35.67k km,Petrol,,1st,1373cc,₹5.70 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-mumbai-10382908791/
2013 BMW 3 Series,48.69k km,Diesel,,2nd,1995cc,₹9.75 lakh,https://www.cars24.com/buy-used-bmw-3-series-2013-cars-mumbai-10369203710/
2018 Skoda Rapid,1.2L km,Diesel,Manual,1st,1498cc,₹5.42 lakh,https://www.cars24.com/buy-used-skoda-rapid-2018-cars-mumbai-10365306717/
2019 Hyundai VENUE,65.78k km,Diesel,Manual,2nd,1493cc,₹7.80 lakh,https://www.cars24.com/buy-used-hyundai-venue-2019-cars-mumbai-10373801774/
2012 BMW 3 Series,86.92k km,Diesel,,3rd,1995cc,₹4.50 lakh,https://www.cars24.com/buy-used-bmw-3-series-2012-cars-mumbai-10367804773/
2022 Hyundai VENUE,3.68k km,Petrol,Manual,1st,998cc,₹9.26 lakh,https://www.cars24.com/buy-used-hyundai-venue-2022-cars-mumbai-10344703711/
2013 Mercedes Benz B Class,93.80k km,Diesel,,2nd,2143cc,₹6.90 lakh,https://www.cars24.com/buy-used-mercedes-benz-b-class-2013-cars-mumbai-10391507776/
2013 Maruti Swift,1.3L km,Diesel,Manual,1st,1248cc,₹3.24 lakh,https://www.cars24.com/buy-used-maruti-swift-2013-cars-mumbai-10336809712/
2022 Tata Safari,42.86k km,Diesel,,2nd,1956cc,₹15.85 lakh,https://www.cars24.com/buy-used-tata-safari-2022-cars-mumbai-10324105795/
2023 Tata NEXON,5.19k km,Petrol,,1st,1199cc,₹11.80 lakh,https://www.cars24.com/buy-used-tata-nexon-2023-cars-mumbai-10377403770/
2015 Toyota Corolla Altis,98.42k km,Petrol,,2nd,1798cc,₹5.61 lakh,https://www.cars24.com/buy-used-toyota-corolla-altis-2015-cars-mumbai-10360508773/
2024 Hyundai EXTER,6.50k km,Petrol,Manual,2nd,1197cc,₹8.01 lakh,https://www.cars24.com/buy-used-hyundai-exter-2024-cars-mumbai-10358003719/
2012 Audi Q3,69.69k km,Diesel,,2nd,1968cc,₹9.31 lakh,https://www.cars24.com/buy-used-audi-q3-2012-cars-mumbai-10365600771/
2021 Mahindra XUV300,55.02k km,Petrol,Manual,2nd,1197cc,₹6.95 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2021-cars-mumbai-10356408791/
2016 Volkswagen Vento,1.1L km,Diesel,,2nd,1498cc,₹6.09 lakh,https://www.cars24.com/buy-used-volkswagen-vento-2016-cars-mumbai-10349043766/
2012 Chevrolet Cruze,76.78k km,Diesel,,2nd,1991cc,₹3.75 lakh,https://www.cars24.com/buy-used-chevrolet-cruze-2012-cars-mumbai-10348807711/
2022 Hyundai Creta,41.83k km,Diesel,,1st,1493cc,₹16.95 lakh,https://www.cars24.com/buy-used-hyundai-creta-2022-cars-mumbai-10348503719/
2022 Maruti Dzire,66.56k km,Petrol,Manual,1st,1197cc,₹6.69 lakh,https://www.cars24.com/buy-used-maruti-dzire-2022-cars-mumbai-10303809798/
2020 Tata NEXON,1.5L km,Diesel,,1st,,₹7.68 lakh,https://www.cars24.com/buy-used-tata-nexon-2020-cars-mumbai-10365500775/
2011 Audi Q5,1.4L km,Diesel,,2nd,1968cc,₹11.01 lakh,https://www.cars24.com/buy-used-audi-q5-2011-cars-mumbai-10326907778/
2018 Maruti Eeco,32.49k km,Petrol,Manual,1st,1196cc,₹4.70 lakh,https://www.cars24.com/buy-used-maruti-eeco-2018-cars-mumbai-10323807774/
2015 Volkswagen Vento,33.82k km,Petrol,Manual,2nd,1598cc,₹4.11 lakh,https://www.cars24.com/buy-used-volkswagen-vento-2015-cars-mumbai-10384142767/
2013 Audi A6,47.20k km,Diesel,,3rd,1968cc,₹9.64 lakh,https://www.cars24.com/buy-used-audi-a6-2013-cars-mumbai-10344900713/
2017 Ford Ecosport,59.42k km,Petrol,Manual,2nd,1499cc,₹5.06 lakh,https://www.cars24.com/buy-used-ford-ecosport-2017-cars-mumbai-10343906773/
2019 Maruti XL6,55.51k km,Petrol,,1st,1462cc,₹8.56 lakh,https://www.cars24.com/buy-used-maruti-xl6-2019-cars-mumbai-10387203777/
2011 Mercedes Benz C Class,63.40k km,Petrol,,2nd,1796cc,₹4.44 lakh,https://www.cars24.com/buy-used-mercedes-benz-c-class-2011-cars-mumbai-10304806791/
2015 Hyundai Creta,1.0L km,Diesel,Manual,2nd,1582cc,₹7.25 lakh,https://www.cars24.com/buy-used-hyundai-creta-2015-cars-mumbai-10372004796/
2015 BMW 3 Series,31.62k km,Diesel,,2nd,1995cc,₹18.50 lakh,https://www.cars24.com/buy-used-bmw-3-series-2015-cars-mumbai-10331503795/
2015 Maruti S Cross,73.46k km,Diesel,Manual,2nd,1248cc,₹4.61 lakh,https://www.cars24.com/buy-used-maruti-s-cross-2015-cars-mumbai-10319606790/
2016 Hyundai Creta,41.43k km,Petrol,,1st,1591cc,₹8.79 lakh,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-mumbai-10393207770/
2021 MG HECTOR,36.73k km,Petrol,,1st,1451cc,₹14.00 lakh,https://www.cars24.com/buy-used-mg-hector-2021-cars-mumbai-10377500713/
2011 Audi A4,48.18k km,Petrol,,3rd,1984cc,₹5.36 lakh,https://www.cars24.com/buy-used-audi-a4-2011-cars-mumbai-10323808779/
2011 Audi A6,1.3L km,Diesel,,2nd,,₹6.55 lakh,https://www.cars24.com/buy-used-audi-a6-2011-cars-mumbai-10364907714/
2024 Maruti Swift,2.45k km,Petrol,,1st,,₹9.22 lakh,https://www.cars24.com/buy-used-maruti-swift-2024-cars-mumbai-10312900793/
2016 Skoda Octavia,65.30k km,Diesel,,2nd,1968cc,₹10.90 lakh,https://www.cars24.com/buy-used-skoda-octavia-2016-cars-mumbai-10363302777/
2023 Tata ALTROZ,7.62k km,Petrol,,1st,1199cc,₹9.25 lakh,https://www.cars24.com/buy-used-tata-altroz-2023-cars-mumbai-10397601795/
2012 Hyundai New Elantra,1.0L km,Diesel,Manual,2nd,1582cc,₹3.73 lakh,https://www.cars24.com/buy-used-hyundai-new-elantra-2012-cars-mumbai-10329909713/
2012 Mahindra Xylo,95.57k km,Diesel,Manual,2nd,2179cc,₹3.37 lakh,https://www.cars24.com/buy-used-mahindra-xylo-2012-cars-mumbai-10348605778/
2017 Honda City,72.38k km,Petrol,,1st,1497cc,₹6.00 lakh,https://www.cars24.com/buy-used-honda-city-2017-cars-mumbai-10316505794/
2022 Tata NEXON EV,40.43k km,Electric,,1st,,₹8.70 lakh,https://www.cars24.com/buy-used-tata-nexon-ev-2022-cars-mumbai-10394448705/
2020 Hyundai VENUE,44.61k km,Petrol,Manual,1st,998cc,₹7.50 lakh,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-mumbai-10362208778/
2014 Fiat Linea,98.32k km,Diesel,Manual,2nd,1248cc,₹3.20 lakh,https://www.cars24.com/buy-used-fiat-linea-2014-cars-mumbai-10350000779/
2023 Maruti JIMNY,6.25k km,Petrol,,1st,1462cc,₹12.00 lakh,https://www.cars24.com/buy-used-maruti-jimny-2023-cars-mumbai-10384207797/
2015 Hyundai Creta,1.1L km,Diesel,Manual,1st,1582cc,₹7.09 lakh,https://www.cars24.com/buy-used-hyundai-creta-2015-cars-mumbai-10328201796/
2015 Mahindra TUV300,1.1L km,Diesel,Manual,3rd,1493cc,₹4.24 lakh,https://www.cars24.com/buy-used-mahindra-tuv300-2015-cars-mumbai-10318608717/
2022 Renault Kiger,2.60k km,Petrol,,1st,999cc,₹6.60 lakh,https://www.cars24.com/buy-used-renault-kiger-2022-cars-mumbai-10365704798/
2013 Maruti Swift,42.55k km,Petrol,Manual,1st,1197cc,₹3.60 lakh,https://www.cars24.com/buy-used-maruti-swift-2013-cars-mumbai-10351307770/
2011 Toyota Innova,94.13k km,Diesel,Manual,2nd,2494cc,₹5.72 lakh,https://www.cars24.com/buy-used-toyota-innova-2011-cars-mumbai-10332200717/
2023 Hyundai Creta,20.38k km,Petrol,,1st,1497cc,₹16.95 lakh,https://www.cars24.com/buy-used-hyundai-creta-2023-cars-mumbai-10371008774/
2022 Tata ALTROZ,63.10k km,Petrol,Manual,1st,1199cc,₹7.42 lakh,https://www.cars24.com/buy-used-tata-altroz-2022-cars-mumbai-10352105770/
2018 Jeep Compass,1.2L km,Diesel,Manual,1st,1956cc,₹7.50 lakh,https://www.cars24.com/buy-used-jeep-compass-2018-cars-mumbai-10342447760/
2019 Hyundai Creta,83.47k km,Petrol,,1st,1591cc,₹9.40 lakh,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-mumbai-10319100798/
2014 Toyota Innova,2.7L km,Diesel,Manual,4th,2494cc,₹4.80 lakh,https://www.cars24.com/buy-used-toyota-innova-2014-cars-mumbai-10376006779/
2020 Toyota YARIS,52.14k km,Petrol,,1st,1496cc,₹7.50 lakh,https://www.cars24.com/buy-used-toyota-yaris-2020-cars-mumbai-10315204798/
2021 Skoda KUSHAQ,38.90k km,Petrol,Manual,1st,999cc,₹11.93 lakh,https://www.cars24.com/buy-used-skoda-kushaq-2021-cars-mumbai-10351803793/
2015 Maruti Ertiga,1.4L km,Petrol,Manual,3rd,1373cc,₹4.14 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2015-cars-mumbai-10340806798/
2020 Hyundai VENUE,31.85k km,Petrol,Manual,2nd,998cc,₹7.35 lakh,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-mumbai-10335906779/
2017 Honda City,1.1L km,Petrol,,2nd,1497cc,₹6.55 lakh,https://www.cars24.com/buy-used-honda-city-2017-cars-mumbai-10335309712/
2022 Renault Kiger,21.69k km,Petrol,,1st,999cc,₹7.90 lakh,https://www.cars24.com/buy-used-renault-kiger-2022-cars-mumbai-10396809798/
2015 Hyundai Creta,88.48k km,Petrol,Manual,1st,1591cc,₹5.75 lakh,https://www.cars24.com/buy-used-hyundai-creta-2015-cars-mumbai-10388100779/
2021 MG ASTOR,37.28k km,Petrol,,1st,1498cc,₹10.25 lakh,https://www.cars24.com/buy-used-mg-astor-2021-cars-mumbai-10367508795/
2016 Skoda Octavia,1.2L km,Diesel,,1st,1968cc,₹11.40 lakh,https://www.cars24.com/buy-used-skoda-octavia-2016-cars-mumbai-10354843760/
2022 Maruti Baleno,8.05k km,Petrol,,1st,1197cc,₹8.20 lakh,https://www.cars24.com/buy-used-maruti-baleno-2022-cars-mumbai-10375302772/
2021 Hyundai Creta,90.25k km,Diesel,Manual,1st,1493cc,₹11.40 lakh,https://www.cars24.com/buy-used-hyundai-creta-2021-cars-mumbai-10342904710/
2023 Mahindra XUV300,30.95k km,Diesel,Manual,1st,1497cc,₹11.75 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2023-cars-mumbai-10379608712/
2015 Skoda Octavia,1.0L km,Petrol,,2nd,1798cc,₹7.00 lakh,https://www.cars24.com/buy-used-skoda-octavia-2015-cars-mumbai-10300005794/
2021 Nissan MAGNITE,26.90k km,Petrol,,2nd,999cc,₹6.00 lakh,https://www.cars24.com/buy-used-nissan-magnite-2021-cars-mumbai-10384706791/
2012 BMW 3 Series,81.03k km,Diesel,,3rd,1995cc,₹6.40 lakh,https://www.cars24.com/buy-used-bmw-3-series-2012-cars-mumbai-10376701775/
2017 Maruti Ertiga,94.35k km,Petrol,Manual,2nd,1373cc,₹6.67 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2017-cars-mumbai-10397502790/
2021 Honda City,59.33k km,Petrol,,1st,1498cc,₹10.32 lakh,https://www.cars24.com/buy-used-honda-city-2021-cars-mumbai-10304804793/
2021 Skoda KUSHAQ,64.92k km,Petrol,Manual,1st,999cc,₹12.05 lakh,https://www.cars24.com/buy-used-skoda-kushaq-2021-cars-mumbai-10351902797/
2018 Honda Jazz,80.72k km,Petrol,Manual,1st,1199cc,₹4.32 lakh,https://www.cars24.com/buy-used-honda-jazz-2018-cars-mumbai-10398307776/
2018 Hyundai New Elantra,45.92k km,Petrol,,2nd,1999cc,₹8.06 lakh,https://www.cars24.com/buy-used-hyundai-new-elantra-2018-cars-mumbai-10380044766/
2011 BMW X1,1.1L km,Diesel,,3rd,1995cc,₹4.43 lakh,https://www.cars24.com/buy-used-bmw-x1-2011-cars-mumbai-10376003796/
2021 Tata NEXON EV,82.58k km,Electric,,1st,,₹7.00 lakh,https://www.cars24.com/buy-used-tata-nexon-ev-2021-cars-mumbai-10375107779/
2023 Hyundai Verna,3.12k km,Petrol,,1st,1497cc,₹14.81 lakh,https://www.cars24.com/buy-used-hyundai-verna-2023-cars-mumbai-10373507712/
2024 Hyundai AURA,26.22k km,Petrol,Manual,1st,1197cc,₹8.10 lakh,https://www.cars24.com/buy-used-hyundai-aura-2024-cars-mumbai-10362305799/
2013 Ford Ecosport,1.7L km,Diesel,Manual,1st,1498cc,₹4.75 lakh,https://www.cars24.com/buy-used-ford-ecosport-2013-cars-mumbai-10350506790/
2010 Toyota Innova,2.6L km,Diesel,Manual,4th,2494cc,₹3.31 lakh,https://www.cars24.com/buy-used-toyota-innova-2010-cars-mumbai-10383100712/
2022 Volkswagen VIRTUS,30.25k km,Petrol,,1st,999cc,₹13.86 lakh,https://www.cars24.com/buy-used-volkswagen-virtus-2022-cars-mumbai-10333005778/
2016 Maruti S Cross,1.2L km,Diesel,Manual,1st,1248cc,₹5.09 lakh,https://www.cars24.com/buy-used-maruti-s-cross-2016-cars-mumbai-10343000773/
2010 Toyota Innova,2.7L km,Diesel,Manual,3rd,,₹3.54 lakh,https://www.cars24.com/buy-used-toyota-innova-2010-cars-mumbai-10300449760/
2022 Maruti Dzire,56.19k km,Petrol,Manual,1st,1197cc,₹7.07 lakh,https://www.cars24.com/buy-used-maruti-dzire-2022-cars-mumbai-10337405795/
2014 Maruti Ciaz,1.0L km,Diesel,Manual,2nd,1248cc,₹3.70 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2014-cars-mumbai-10387508795/
2014 Hyundai Santa Fe,1.3L km,Diesel,,3rd,2199cc,₹4.99 lakh,https://www.cars24.com/buy-used-hyundai-santa-fe-2014-cars-mumbai-10371528700/
2018 Hyundai Creta,48.13k km,Diesel,Manual,1st,,₹8.50 lakh,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-mumbai-10375301791/
2023 Maruti BREZZA,4.97k km,Petrol,,1st,1462cc,₹13.23 lakh,https://www.cars24.com/buy-used-maruti-brezza-2023-cars-mumbai-10329903714/
2022 KIA SELTOS,20.83k km,Petrol,Manual,1st,1497cc,₹11.00 lakh,https://www.cars24.com/buy-used-kia-seltos-2022-cars-mumbai-10361702713/
2020 Maruti Ertiga,78.88k km,Petrol,Manual,1st,1462cc,₹9.40 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2020-cars-mumbai-10374544724/
2022 Tata Safari,34.66k km,Diesel,,1st,1956cc,₹16.50 lakh,https://www.cars24.com/buy-used-tata-safari-2022-cars-mumbai-10305804715/
2016 Ford Figo Aspire,32.85k km,Petrol,,1st,1499cc,₹3.92 lakh,https://www.cars24.com/buy-used-ford-figo-aspire-2016-cars-mumbai-10343901796/
2017 Jeep Compass,81.75k km,Diesel,Manual,1st,1956cc,₹7.50 lakh,https://www.cars24.com/buy-used-jeep-compass-2017-cars-mumbai-10364902793/
2017 Honda City,51.50k km,Petrol,Manual,2nd,1497cc,₹6.25 lakh,https://www.cars24.com/buy-used-honda-city-2017-cars-mumbai-10318227761/
2016 Hyundai i20 Active,73.70k km,Petrol,Manual,1st,1197cc,₹4.25 lakh,https://www.cars24.com/buy-used-hyundai-i20-active-2016-cars-mumbai-10396400793/
2023 Mahindra Thar,25.76k km,Diesel,,1st,2184cc,₹15.33 lakh,https://www.cars24.com/buy-used-mahindra-thar-2023-cars-mumbai-10351807797/
2020 MG HECTOR PLUS,58.03k km,Diesel,Manual,1st,1956cc,₹12.50 lakh,https://www.cars24.com/buy-used-mg-hector-plus-2020-cars-mumbai-10351201773/
2014 Skoda Superb,1.2L km,Petrol,,2nd,,₹5.89 lakh,https://www.cars24.com/buy-used-skoda-superb-2014-cars-mumbai-10350401793/
2019 Hyundai VENUE,1.0L km,Diesel,Manual,1st,1493cc,₹8.96 lakh,https://www.cars24.com/buy-used-hyundai-venue-2019-cars-mumbai-10363604793/
2014 Mahindra XUV500,86.24k km,Diesel,Manual,2nd,2179cc,₹3.50 lakh,https://www.cars24.com/buy-used-mahindra-xuv500-2014-cars-mumbai-10338603793/
2010 Toyota Innova,1.6L km,Diesel,Manual,3rd,,₹6.74 lakh,https://www.cars24.com/buy-used-toyota-innova-2010-cars-mumbai-10329202773/
2023 Hyundai Verna,18.04k km,Petrol,Manual,1st,1497cc,₹10.75 lakh,https://www.cars24.com/buy-used-hyundai-verna-2023-cars-mumbai-10399607716/
2019 Hyundai Creta,1.1L km,Petrol,,1st,1591cc,₹9.50 lakh,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-mumbai-10368703790/
2019 Jeep Compass,40.63k km,Petrol,,1st,1368cc,₹13.00 lakh,https://www.cars24.com/buy-used-jeep-compass-2019-cars-mumbai-10353907797/
2010 Toyota Innova,1.7L km,Diesel,Manual,1st,2494cc,₹4.00 lakh,https://www.cars24.com/buy-used-toyota-innova-2010-cars-mumbai-10373305770/
2012 Audi Q5,1.1L km,Diesel,,2nd,1968cc,₹6.96 lakh,https://www.cars24.com/buy-used-audi-q5-2012-cars-mumbai-10348001772/
2021 KIA SELTOS,71.63k km,Diesel,Manual,1st,1493cc,₹9.80 lakh,https://www.cars24.com/buy-used-kia-seltos-2021-cars-mumbai-10365600797/
2014 Maruti Celerio,56.42k km,Petrol,Manual,2nd,998cc,₹3.20 lakh,https://www.cars24.com/buy-used-maruti-celerio-2014-cars-mumbai-10307506773/
2014 Honda Mobilio,95.68k km,Petrol,Manual,2nd,1497cc,₹4.00 lakh,https://www.cars24.com/buy-used-honda-mobilio-2014-cars-mumbai-10392340764/
2019 BMW 5 Series,24.41k km,Diesel,,2nd,1995cc,₹33.50 lakh,https://www.cars24.com/buy-used-bmw-5-series-2019-cars-mumbai-10373006775/
